persona,Compassion for those who are suffering is the most crucial virtue.,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",I am proud of my country’s history.,Respect for authority is something all children need to learn.,"People should not do things that are disgusting, even if no one is harmed.",It is better to do good than to do bad.,One of the worst things a person could do is hurt a defenseless animal.,Justice is the most important requirement for a society.,"People should be loyal to their family members, even when they have done something wrong.",Men and women each have different roles to play in society.,I would call some acts wrong on the grounds that they are unnatural.,It can never be right to kill a human being.,I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,It is more important to be a team player than to express oneself.,"If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",Chastity is an important and valuable virtue.
"highly closed to experience, conscientious, introverted, agreeable and neurotic",moderately disagree,strongly agree,moderately disagree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,strongly disagree,moderately disagree,strongly agree,moderately agree,strongly agree,strongly agree,moderately agree
"slightly closed to experience, conscientious, introverted, agreeable and neurotic",moderately agree,moderately agree,slightly agree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,slightly disagree,moderately agree,moderately agree,moderately agree,moderately agree,slightly agree
"closed to experience, highly conscientious, introverted, agreeable and neurotic",moderately disagree,strongly agree,moderately disagree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,strongly agree,strongly disagree,moderately disagree,strongly agree,moderately agree,strongly agree,strongly agree,moderately agree
"closed to experience, slightly conscientious, introverted, agreeable and neurotic",moderately agree,moderately agree,slightly agree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,slightly disagree,moderately agree,moderately agree,moderately agree,moderately agree,moderately disagree
"closed to experience, conscientious, highly introverted, agreeable and neurotic",moderately agree,strongly agree,moderately disagree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,strongly agree,strongly disagree,moderately disagree,strongly agree,moderately agree,strongly agree,strongly agree,moderately agree
"closed to experience, conscientious, slightly introverted, agreeable and neurotic",moderately agree,moderately agree,slightly agree,moderately agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,moderately disagree,moderately agree,moderately agree,moderately agree,strongly agree,moderately disagree
"closed to experience, conscientious, introverted, highly agreeable and neurotic",moderately agree,strongly agree,moderately disagree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,strongly agree,strongly disagree,moderately disagree,strongly agree,moderately agree,strongly agree,strongly agree,moderately agree
"closed to experience, conscientious, introverted, slightly agreeable and neurotic",moderately disagree,moderately agree,slightly disagree,moderately agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,moderately disagree,moderately agree,moderately agree,moderately disagree,strongly agree,moderately disagree
"closed to experience, conscientious, introverted, agreeable and highly neurotic",moderately disagree,strongly agree,moderately disagree,strongly agree,strongly agree,strongly agree,strongly agree,moderately disagree,moderately agree,strongly disagree,moderately disagree,strongly agree,strongly agree,strongly agree,strongly agree,moderately disagree
"closed to experience, conscientious, introverted, agreeable and slightly neurotic",moderately agree,strongly agree,slightly agree,moderately agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,moderately disagree,moderately agree,moderately agree,moderately agree,strongly agree,moderately agree
"highly closed to experience, conscientious, introverted, agreeable and emotionally stable",moderately agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,moderately disagree,strongly agree,slightly agree,strongly agree,strongly agree,moderately agree
"slightly closed to experience, conscientious, introverted, agreeable and emotionally stable",moderately agree,strongly agree,slightly agree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,slightly disagree,moderately agree,slightly agree,moderately agree,moderately agree,slightly agree
"closed to experience, highly conscientious, introverted, agreeable and emotionally stable",moderately agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,moderately disagree,strongly agree,slightly agree,strongly agree,strongly agree,moderately agree
"closed to experience, slightly conscientious, introverted, agreeable and emotionally stable",moderately agree,moderately agree,slightly agree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,slightly disagree,moderately agree,slightly agree,moderately agree,moderately agree,slightly disagree
"closed to experience, conscientious, highly introverted, agreeable and emotionally stable",moderately agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,strongly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,moderately agree
"closed to experience, conscientious, slightly introverted, agreeable and emotionally stable",moderately agree,strongly agree,slightly agree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,slightly disagree,moderately agree,slightly agree,moderately agree,strongly agree,slightly agree
"closed to experience, conscientious, introverted, highly agreeable and emotionally stable",moderately agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,strongly agree,strongly disagree,strongly disagree,strongly agree,moderately agree,strongly agree,strongly agree,moderately agree
"closed to experience, conscientious, introverted, slightly agreeable and emotionally stable",slightly disagree,moderately agree,slightly agree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,slightly disagree,moderately agree,slightly disagree,moderately disagree,strongly agree,slightly agree
"closed to experience, conscientious, introverted, agreeable and highly emotionally stable",moderately agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,strongly disagree,strongly disagree,strongly agree,slightly agree,moderately agree,strongly agree,moderately agree
"closed to experience, conscientious, introverted, agreeable and slightly emotionally stable",moderately agree,moderately agree,slightly agree,moderately agree,moderately agree,strongly agree,strongly agree,moderately agree,moderately agree,slightly disagree,slightly disagree,moderately agree,slightly agree,moderately agree,strongly agree,slightly agree
"highly closed to experience, conscientious, introverted, antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,moderately disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree
"slightly closed to experience, conscientious, introverted, antagonistic and neurotic",strongly disagree,moderately disagree,moderately disagree,strongly disagree,strongly agree,moderately agree,moderately agree,moderately disagree,moderately disagree,strongly disagree,moderately agree,moderately disagree,moderately disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, highly conscientious, introverted, antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,moderately agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, slightly conscientious, introverted, antagonistic and neurotic",strongly disagree,strongly disagree,moderately disagree,strongly disagree,strongly agree,slightly agree,slightly agree,moderately disagree,strongly disagree,strongly disagree,strongly agree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, conscientious, highly introverted, antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,moderately disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, conscientious, slightly introverted, antagonistic and neurotic",strongly disagree,strongly disagree,moderately disagree,strongly disagree,strongly agree,strongly agree,moderately disagree,moderately disagree,moderately disagree,strongly disagree,strongly agree,moderately disagree,moderately disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, conscientious, introverted, highly antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, conscientious, introverted, slightly antagonistic and neurotic",strongly disagree,moderately disagree,moderately disagree,moderately disagree,strongly agree,strongly agree,moderately agree,moderately disagree,moderately disagree,strongly disagree,moderately agree,moderately disagree,moderately disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, conscientious, introverted, antagonistic and highly neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, conscientious, introverted, antagonistic and slightly neurotic",strongly disagree,strongly disagree,moderately disagree,strongly agree,strongly agree,strongly agree,moderately agree,moderately disagree,strongly disagree,strongly disagree,moderately agree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"highly closed to experience, conscientious, introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,moderately disagree,moderately disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,moderately agree
"slightly closed to experience, conscientious, introverted, antagonistic and emotionally stable",moderately disagree,moderately disagree,slightly disagree,slightly disagree,moderately agree,moderately agree,slightly agree,moderately disagree,slightly disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,slightly disagree
"closed to experience, highly conscientious, introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,moderately agree,moderately disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,moderately agree
"closed to experience, slightly conscientious, introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,moderately disagree,moderately agree,moderately agree,slightly agree,moderately disagree,moderately disagree,slightly disagree,slightly agree,moderately disagree,slightly disagree,strongly disagree,moderately agree,moderately disagree
"closed to experience, conscientious, highly introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,moderately disagree,strongly agree,strongly agree,strongly agree,slightly agree,moderately disagree,strongly disagree,strongly disagree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,moderately disagree
"closed to experience, conscientious, slightly introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly agree,strongly agree,strongly agree,moderately agree,moderately agree,moderately disagree,slightly disagree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,moderately disagree
"closed to experience, conscientious, introverted, highly antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,moderately disagree,strongly disagree,strongly disagree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, conscientious, introverted, slightly antagonistic and emotionally stable",moderately disagree,moderately agree,slightly disagree,moderately agree,moderately agree,strongly agree,moderately agree,moderately disagree,moderately disagree,slightly disagree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly agree,slightly disagree
"closed to experience, conscientious, introverted, antagonistic and highly emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,moderately disagree,moderately disagree,strongly disagree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,moderately disagree
"closed to experience, conscientious, introverted, antagonistic and slightly emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly agree,strongly agree,moderately agree,slightly agree,moderately disagree,moderately disagree,slightly agree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"highly closed to experience, unconscientious, extroverted, agreeable and neurotic",strongly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"slightly closed to experience, unconscientious, extroverted, agreeable and neurotic",slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,moderately agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree
"closed to experience, highly unconscientious, extroverted, agreeable and neurotic",slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, slightly unconscientious, extroverted, agreeable and neurotic",slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,moderately agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,moderately agree,slightly disagree,slightly disagree
"closed to experience, unconscientious, highly extroverted, agreeable and neurotic",slightly disagree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, slightly extroverted, agreeable and neurotic",slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,moderately agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree
"closed to experience, unconscientious, extroverted, highly agreeable and neurotic",slightly agree,moderately agree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly agree,moderately agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, slightly agreeable and neurotic",slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, agreeable and highly neurotic",strongly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, agreeable and slightly neurotic",slightly disagree,slightly agree,moderately agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree
"highly closed to experience, unconscientious, extroverted, agreeable and emotionally stable",slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"slightly closed to experience, unconscientious, extroverted, agreeable and emotionally stable",slightly agree,moderately agree,slightly agree,slightly agree,slightly disagree,strongly agree,moderately agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,moderately agree,slightly disagree,slightly disagree
"closed to experience, highly unconscientious, extroverted, agreeable and emotionally stable",slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree
"closed to experience, slightly unconscientious, extroverted, agreeable and emotionally stable",slightly agree,moderately agree,moderately agree,slightly agree,slightly agree,strongly agree,moderately agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,moderately agree,slightly disagree,slightly disagree
"closed to experience, unconscientious, highly extroverted, agreeable and emotionally stable",slightly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,strongly disagree
"closed to experience, unconscientious, slightly extroverted, agreeable and emotionally stable",slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree
"closed to experience, unconscientious, extroverted, highly agreeable and emotionally stable",slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,slightly agree,moderately agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,strongly agree,slightly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, slightly agreeable and emotionally stable",slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,moderately agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, agreeable and highly emotionally stable",slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, agreeable and slightly emotionally stable",slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree
"highly closed to experience, unconscientious, extroverted, antagonistic and neurotic",strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree
"slightly closed to experience, unconscientious, extroverted, antagonistic and neurotic",strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, highly unconscientious, extroverted, antagonistic and neurotic",strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, slightly unconscientious, extroverted, antagonistic and neurotic",strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,moderately disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, highly extroverted, antagonistic and neurotic",strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, slightly extroverted, antagonistic and neurotic",strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,moderately disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, highly antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, slightly antagonistic and neurotic",strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, antagonistic and highly neurotic",strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, antagonistic and slightly neurotic",strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,moderately disagree,strongly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"highly closed to experience, unconscientious, extroverted, antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"slightly closed to experience, unconscientious, extroverted, antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree
"closed to experience, highly unconscientious, extroverted, antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, slightly unconscientious, extroverted, antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree
"closed to experience, unconscientious, highly extroverted, antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, slightly extroverted, antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,moderately disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, highly antagonistic and emotionally stable",strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,moderately disagree,strongly disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, slightly antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, antagonistic and highly emotionally stable",strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, extroverted, antagonistic and slightly emotionally stable",strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"highly closed to experience, unconscientious, introverted, agreeable and neurotic",strongly disagree,moderately disagree,moderately disagree,strongly disagree,strongly disagree,strongly agree,moderately disagree,moderately disagree,moderately disagree,strongly disagree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"slightly closed to experience, unconscientious, introverted, agreeable and neurotic",slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,moderately agree,moderately agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,strongly disagree,moderately disagree,slightly disagree
"closed to experience, highly unconscientious, introverted, agreeable and neurotic",strongly disagree,moderately disagree,moderately disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,moderately disagree,moderately disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, slightly unconscientious, introverted, agreeable and neurotic",slightly disagree,slightly agree,slightly agree,slightly disagree,moderately agree,strongly agree,moderately agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,moderately disagree,slightly agree,strongly agree,moderately disagree,moderately disagree
"closed to experience, unconscientious, highly introverted, agreeable and neurotic",strongly disagree,moderately disagree,moderately disagree,strongly disagree,strongly disagree,strongly agree,moderately agree,moderately disagree,moderately disagree,strongly disagree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, slightly introverted, agreeable and neurotic",slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,moderately agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,moderately agree,moderately disagree,strongly disagree
"closed to experience, unconscientious, introverted, highly agreeable and neurotic",moderately disagree,moderately agree,moderately disagree,strongly disagree,strongly agree,strongly agree,strongly agree,moderately disagree,strongly disagree,strongly disagree,strongly disagree,moderately disagree,slightly agree,strongly agree,strongly disagree,strongly disagree
"closed to experience, unconscientious, introverted, slightly agreeable and neurotic",moderately disagree,moderately disagree,slightly disagree,moderately disagree,slightly agree,slightly agree,slightly agree,moderately disagree,moderately disagree,slightly disagree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, introverted, agreeable and highly neurotic",strongly disagree,moderately disagree,moderately disagree,strongly disagree,strongly agree,moderately agree,moderately disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, introverted, agreeable and slightly neurotic",slightly disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,moderately agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"highly closed to experience, unconscientious, introverted, agreeable and emotionally stable",strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,moderately disagree,moderately disagree,slightly disagree,strongly disagree,moderately disagree,slightly disagree,strongly agree,strongly agree,strongly disagree
"slightly closed to experience, unconscientious, introverted, agreeable and emotionally stable",slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,moderately agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,moderately agree,moderately agree,slightly disagree
"closed to experience, highly unconscientious, introverted, agreeable and emotionally stable",slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, slightly unconscientious, introverted, agreeable and emotionally stable",slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,moderately agree,slightly agree,slightly agree,slightly disagree,slightly disagree,moderately agree,slightly disagree,moderately agree,moderately agree,slightly disagree
"closed to experience, unconscientious, highly introverted, agreeable and emotionally stable",slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,moderately agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,moderately agree,slightly disagree,strongly agree,strongly agree,slightly disagree
"closed to experience, unconscientious, slightly introverted, agreeable and emotionally stable",slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,moderately agree,moderately agree,slightly disagree
"closed to experience, unconscientious, introverted, highly agreeable and emotionally stable",slightly agree,moderately agree,slightly agree,moderately agree,slightly agree,strongly agree,strongly agree,moderately disagree,moderately agree,slightly disagree,strongly disagree,moderately agree,slightly disagree,strongly agree,strongly agree,slightly disagree
"closed to experience, unconscientious, introverted, slightly agreeable and emotionally stable",moderately disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,strongly disagree,moderately agree,slightly disagree
"closed to experience, unconscientious, introverted, agreeable and highly emotionally stable",moderately disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,moderately disagree,slightly disagree,strongly disagree,moderately disagree,slightly disagree,strongly agree,strongly agree,slightly disagree
"closed to experience, unconscientious, introverted, agreeable and slightly emotionally stable",slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly agree,moderately agree,slightly disagree
