persona,Compassion for those who are suffering is the most crucial virtue.,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",I am proud of my country’s history.,Respect for authority is something all children need to learn.,"People should not do things that are disgusting, even if no one is harmed.",It is better to do good than to do bad.,One of the worst things a person could do is hurt a defenseless animal.,Justice is the most important requirement for a society.,"People should be loyal to their family members, even when they have done something wrong.",Men and women each have different roles to play in society.,I would call some acts wrong on the grounds that they are unnatural.,It can never be right to kill a human being.,I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,It is more important to be a team player than to express oneself.,"If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",Chastity is an important and valuable virtue.
"is not concerned with the well-being of others, cares strongly about reciprocity, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Strongly disagree.,Slightly disagree.,Strongly disagree.,Slightly disagree.,Strongly disagree.,Slightly disagree.,Moderately disagree.,Strongly disagree.,Slightly disagree.,Strongly disagree.,Strongly disagree.,Slightly disagree.,Strongly disagree.,Strongly disagree.,Strongly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Moderately disagree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Slightly disagree.,Moderately disagree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Moderately disagree.,Strongly agree.,Strongly agree.,Strongly disagree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Strongly agree.,Slightly agree.,Strongly agree.,Slightly disagree.,Slightly agree.,Strongly agree.,Slightly agree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Moderately agree.,Slightly agree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Moderately agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Slightly agree.,Strongly disagree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Slightly agree.,Strongly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Moderately disagree.,Slightly agree.,Strongly disagree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Strongly agree.,Slightly disagree.,Slightly agree.,Strongly agree.,Strongly disagree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Moderately disagree.,Strongly agree.,Slightly disagree.,Strongly disagree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Strongly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Moderately agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Moderately agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly agree.,Moderately agree.,Strongly agree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Moderately agree.,Strongly agree.,Slightly agree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Moderately agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Moderately agree.,Strongly agree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Strongly agree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly agree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Strongly agree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Strongly disagree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly agree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Moderately disagree.,Slightly disagree.,Strongly disagree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Strongly disagree.,Strongly disagree.,Strongly agree.,Moderately disagree.,Strongly agree.,Strongly disagree.,Strongly disagree.,Strongly agree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Strongly disagree.,Slightly disagree.
"is not concerned with the well-being of others, cares slightly about reciprocity, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Strongly disagree.,Strongly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.,Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Moderately disagree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Slightly agree.,Moderately disagree.,Strongly agree.,Strongly agree.,Slightly agree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Moderately disagree.,Strongly agree.,Strongly agree.,Strongly disagree.,Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Moderately agree.,Slightly agree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly disagree.,Strongly agree.,Slightly agree.,Strongly agree.,Strongly disagree.,Slightly disagree.,Strongly agree.,Moderately agree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Moderately agree.,Slightly agree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Slightly agree.,Slightly agree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Moderately disagree.,Strongly agree.,Slightly agree.,Strongly disagree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Moderately agree.,Strongly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Strongly disagree.,Slightly agree.,Strongly disagree.,Strongly agree.,Strongly agree.,Slightly agree.,Strongly disagree.,Strongly agree.,Strongly disagree.,Strongly agree.,Strongly disagree.,Slightly agree.,Strongly agree.,Strongly disagree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Strongly disagree.,Strongly agree.,Strongly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Slightly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Strongly disagree.,Strongly agree.,Strongly disagree.,Slightly disagree.,Strongly disagree.,Slightly disagree.,Strongly disagree.,Strongly agree.,Slightly agree.,Strongly disagree.,Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Strongly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Moderately disagree.,Strongly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Slightly agree.,Strongly agree.,Strongly agree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Moderately disagree.,Slightly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Strongly agree.,Slightly agree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Moderately disagree.,Slightly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Moderately disagree.,Slightly agree.,Strongly agree.,Strongly disagree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly agree.,Slightly agree.,Strongly agree.,Strongly disagree.,Slightly agree.,Slightly disagree.,Slightly agree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Strongly disagree.,Moderately disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Strongly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Strongly disagree.,Slightly disagree.,Strongly disagree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Strongly agree.,Strongly disagree.,Strongly agree.,Strongly disagree.,Strongly disagree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Strongly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly agree.,Slightly disagree.,Strongly disagree.,Strongly agree.,Strongly agree.,Moderately disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Moderately disagree.,Slightly agree.,Strongly agree.,Slightly agree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly agree.,Strongly disagree.,Strongly disagree.,Slightly disagree.,Strongly agree.,Strongly agree.,Slightly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Strongly agree.,Strongly agree.,Strongly agree.,Slightly disagree.,Strongly disagree.,Slightly agree.,Strongly agree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Moderately agree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly agree.,Slightly disagree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation",Strongly disagree.,Strongly disagree.,Strongly disagree.,Strongly disagree.,Strongly agree.,Strongly agree.,Slightly agree.,Strongly disagree.,Strongly disagree.,Strongly disagree.,Strongly agree.,Strongly disagree.,Strongly agree.,Strongly disagree.,Strongly disagree.,Strongly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation",Strongly disagree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Slightly agree.,Slightly agree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Strongly disagree.,Slightly agree.,Slightly disagree.,Slightly agree.,Strongly disagree.,Strongly disagree.,Slightly agree.
"is not concerned with the well-being of others, is not concerned with reciprocity, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation",Strongly disagree.,Strongly disagree.,Slightly disagree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Strongly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Slightly disagree.,Strongly disagree.,Strongly disagree.,Strongly disagree.
